"","phylum","class","order","family","genus","species","nutrition","morphology"
"OTUc_7762","Cercozoa","Thecofilosea","Cryomonadida","Rhogostomidae","unclassified","unclassified","omnivore","testate_cell_organic"
"OTUc_7763","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_7764","Cercozoa","Imbricatea","Euglyphida","Trinematidae","unclassified","unclassified","omnivore","testate_cell_silica"
"OTUc_7765","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_7766","Cercozoa","Imbricatea","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_7767","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_7768","Cercozoa","Sarcomonadea","Glissomonadida","Sandonidae","Flectomonas","Flectomonas_ekelundi","bacterivore","naked_flagellate"
"OTUc_7769","Cercozoa","Thecofilosea","Cryomonadida","Protaspididae","Protaspa","unclassified","eukaryvore","testate_cell_organic"
"OTUc_777","Cercozoa","Sarcomonadea","Cercomonadida","Cercomonadidae","Cercomonas","Cercomonas_sp.","omnivore","naked_amoeboflagellate"
"OTUc_7770","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_7771","Cercozoa","Imbricatea","Euglyphida","unclassified","unclassified","unclassified","unknown","testate_cell_silica"
"OTUc_7772","Cercozoa","Imbricatea","Spongomonadida","Spongomonadidae","unclassified","unclassified","bacterivore","naked_flagellate"
"OTUc_7774","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_7775","Cercozoa","Imbricatea","Thaumatomonadida","Thaumatomonadidae","Thaumatomonas","unclassified","bacterivore","testate_cell_silica"
"OTUc_7776","Cercozoa","Sarcomonadea","Glissomonadida","Sandonidae","unclassified","unclassified","bacterivore","naked_flagellate"
"OTUc_7777","Cercozoa","Imbricatea","Euglyphida","Euglyphidae","Euglypha","unclassified","omnivore","testate_cell_silica"
"OTUc_7778","Cercozoa","Sarcomonadea","Cercomonadida","Cercomonadidae","unclassified","unclassified","unknown","unknown"
"OTUc_7779","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_778","Cercozoa","Imbricatea","Euglyphida","Euglyphidae","unassigned_Eugliphidae","Tracheleuglypha_dentata","omnivore","testate_cell_silica"
"OTUc_7780","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_7781","Rhizaria-incertae-sedis","Tremulida","Tremulida_unassigned","Tremulidae","Tremula","unclassified","eukaryvore","naked_flagellate"
"OTUc_7782","Cercozoa","Sarcomonadea","Glissomonadida","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_7783","Cercozoa","Thecofilosea","Cryomonadida","Rhogostomidae","unclassified","unclassified","omnivore","testate_cell_organic"
"OTUc_7784","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_7785","Cercozoa","Sarcomonadea","Cercomonadida","Cercomonadidae","Cavernomonas","Cavernomonas_stercoris","bacterivore","naked_flagellate"
"OTUc_7786","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_7787","Cercozoa","Sarcomonadea","Cercomonadida","Cercomonadidae","Eocercomonas","unclassified","omnivore","naked_amoeboflagellate"
"OTUc_7788","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_7789","Cercozoa","Sarcomonadea","Cercomonadida","Cercomonadidae","Cercomonas","Cercomonas_sp.","omnivore","naked_amoeboflagellate"
"OTUc_779","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_7790","Cercozoa","Sarcomonadea","Glissomonadida","Sandonidae","unclassified","unclassified","bacterivore","naked_flagellate"
"OTUc_7791","Cercozoa","Sarcomonadea","Glissomonadida","Sandonidae","unclassified","unclassified","bacterivore","naked_flagellate"
"OTUc_7792","Cercozoa","Sarcomonadea","Glissomonadida","Sandonidae","unclassified","unclassified","bacterivore","naked_flagellate"
"OTUc_7793","Cercozoa","Imbricatea","Thaumatomonadida","Peregriniidae","Peregrinia","unclassified","bacterivore","testate_cell_silica"
"OTUc_7794","Cercozoa","Sarcomonadea","Glissomonadida","Allapsidae","unclassified","unclassified","bacterivore","naked_flagellate"
"OTUc_7795","Cercozoa","Sarcomonadea","Glissomonadida","Sandonidae","Sandona","Sandona_sp.","bacterivore","naked_flagellate"
"OTUc_7796","Cercozoa","Sarcomonadea","Glissomonadida","Allapsidae","Group_Te","Group_Te_sp.","bacterivore","naked_flagellate"
"OTUc_7797","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_7798","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_7799","Cercozoa","Sarcomonadea","Glissomonadida","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_78","Cercozoa","Sarcomonadea","Glissomonadida","Allapsidae","unclassified","unclassified","bacterivore","naked_flagellate"
"OTUc_780","Cercozoa","Imbricatea","Euglyphida","Trinematidae","unclassified","unclassified","omnivore","testate_cell_silica"
"OTUc_7800","Cercozoa","Sarcomonadea","Glissomonadida","Sandonidae","unclassified","unclassified","bacterivore","naked_flagellate"
"OTUc_7801","Cercozoa","Sarcomonadea","Cercomonadida","Paracercomonadidae","Paracercomonas","unclassified","bacterivore","naked_amoeboflagellate"
"OTUc_7802","Cercozoa","Sarcomonadea","Glissomonadida","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_7803","Cercozoa","Sarcomonadea","Glissomonadida","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_7804","Cercozoa","Sarcomonadea","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_7805","Cercozoa","Thecofilosea","Cryomonadida","Rhogostomidae","unclassified","unclassified","omnivore","testate_cell_organic"
"OTUc_7807","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_7808","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_7809","Cercozoa","Sarcomonadea","Cercomonadida","Cercomonadidae","unclassified","unclassified","unknown","unknown"
"OTUc_7810","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_7811","Cercozoa","Thecofilosea","Cryomonadida","unclassified","unclassified","unclassified","unknown","testate_cell_organic"
"OTUc_7812","Cercozoa","Sarcomonadea","Glissomonadida","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_7813","Cercozoa","Sarcomonadea","Cercomonadida","Cercomonadidae","Neocercomonas","Neocercomonas_jutlandica","omnivore","naked_amoeboflagellate"
"OTUc_7814","Cercozoa","Sarcomonadea","Glissomonadida","Allapsidae","unclassified","unclassified","bacterivore","naked_flagellate"
"OTUc_7815","Cercozoa","Sarcomonadea","Cercomonadida","Cercomonadidae","unclassified","unclassified","unknown","unknown"
"OTUc_7816","Cercozoa","Sarcomonadea","Cercomonadida","Cercomonadidae","Cercomonas","unclassified","omnivore","naked_amoeboflagellate"
"OTUc_7817","Cercozoa","Sarcomonadea","Cercomonadida","Cercomonadidae","Cercomonas","unclassified","omnivore","naked_amoeboflagellate"
"OTUc_7818","Cercozoa","Sarcomonadea","Cercomonadida","Paracercomonadidae","Paracercomonas","unclassified","bacterivore","naked_amoeboflagellate"
"OTUc_7819","Cercozoa","Sarcomonadea","Cercomonadida","Paracercomonadidae","unclassified","unclassified","unknown","naked_amoeboflagellate"
"OTUc_782","Cercozoa","Sarcomonadea","Glissomonadida","Sandonidae","unclassified","unclassified","bacterivore","naked_flagellate"
"OTUc_7820","Cercozoa","Sarcomonadea","Glissomonadida","Sandonidae","Sandona","unclassified","bacterivore","naked_flagellate"
"OTUc_7821","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_7822","Cercozoa","Thecofilosea","Cryomonadida","Rhogostomidae","unclassified","unclassified","omnivore","testate_cell_organic"
"OTUc_7823","Cercozoa","Sarcomonadea","Glissomonadida","Sandonidae","Sandona","unclassified","bacterivore","naked_flagellate"
"OTUc_7824","Cercozoa","Imbricatea","Thaumatomonadida","Peregriniidae","Peregrinia","Peregrinia_sp.","bacterivore","testate_cell_silica"
"OTUc_7825","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_7826","Cercozoa","Sarcomonadea","Glissomonadida","Dujardinidae","Dujardina","Dujardina_sp.","bacterivore","naked_flagellate"
"OTUc_7827","Cercozoa","Sarcomonadea","Glissomonadida","Sandonidae","Sandona","unclassified","bacterivore","naked_flagellate"
"OTUc_7828","Cercozoa","Imbricatea","Euglyphida","Trinematidae","unclassified","unclassified","omnivore","testate_cell_silica"
"OTUc_7829","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_783","Cercozoa","Thecofilosea","Cryomonadida","Rhogostomidae","unclassified","unclassified","omnivore","testate_cell_organic"
"OTUc_7830","Cercozoa","Sarcomonadea","Glissomonadida","Sandonidae","unclassified","unclassified","bacterivore","naked_flagellate"
"OTUc_7831","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_7832","Cercozoa","Thecofilosea","Cryomonadida","Rhogostomidae","unclassified","unclassified","omnivore","testate_cell_organic"
"OTUc_7833","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_7834","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_7836","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_7837","Rhizaria-incertae-sedis","Tremulida","Tremulida_unassigned","Tremulidae","Tremula","unclassified","eukaryvore","naked_flagellate"
"OTUc_7838","Cercozoa","Thecofilosea","Cryomonadida","Rhogostomidae","unclassified","unclassified","omnivore","testate_cell_organic"
"OTUc_7839","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_784","Cercozoa","Sarcomonadea","Glissomonadida","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_7840","Cercozoa","Sarcomonadea","Cercomonadida","Cercomonadidae","Cercomonas","unclassified","omnivore","naked_amoeboflagellate"
"OTUc_7841","Cercozoa","Thecofilosea","Cryomonadida","Rhogostomidae","unclassified","unclassified","omnivore","testate_cell_organic"
"OTUc_7842","Cercozoa","Sarcomonadea","Glissomonadida","Sandonidae","unclassified","unclassified","bacterivore","naked_flagellate"
"OTUc_7843","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_7844","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_7846","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_7847","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_7848","Cercozoa","Sarcomonadea","Glissomonadida","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_7849","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_785","Cercozoa","Sarcomonadea","Cercomonadida","Cercomonadidae","Eocercomonas","unclassified","omnivore","naked_amoeboflagellate"
"OTUc_7850","Cercozoa","Sarcomonadea","Glissomonadida","Sandonidae","Neoheteromita","Neoheteromita_globosa","bacterivore","naked_flagellate"
"OTUc_7851","Cercozoa","Granofilosea","Granofilosea_unassigned","Novel_Gran_123456","unclassified","unclassified","unknown","unknown"
"OTUc_7853","Cercozoa","Thecofilosea","Cryomonadida","Rhogostomidae","unclassified","unclassified","omnivore","testate_cell_organic"
"OTUc_7854","Cercozoa","Sarcomonadea","Glissomonadida","Allapsidae","Group_Te","Group_Te_sp.","bacterivore","naked_flagellate"
"OTUc_7855","Cercozoa","Thecofilosea","Cryomonadida","Rhogostomidae","unclassified","unclassified","omnivore","testate_cell_organic"
"OTUc_7856","Cercozoa","Imbricatea","Euglyphida","Trinematidae","unclassified","unclassified","omnivore","testate_cell_silica"
"OTUc_7857","Cercozoa","Thecofilosea","Cryomonadida","unclassified","unclassified","unclassified","unknown","testate_cell_organic"
"OTUc_7858","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_7859","Cercozoa","Thecofilosea","Cryomonadida","Rhogostomidae","unclassified","unclassified","omnivore","testate_cell_organic"
"OTUc_786","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_7860","Cercozoa","Sarcomonadea","Cercomonadida","Cercomonadidae","Cercomonas","unclassified","omnivore","naked_amoeboflagellate"
"OTUc_7861","Cercozoa","Sarcomonadea","Glissomonadida","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_7862","Cercozoa","Sarcomonadea","Cercomonadida","Cercomonadidae","Cercomonas","unclassified","omnivore","naked_amoeboflagellate"
"OTUc_7863","Cercozoa","Imbricatea","Thaumatomonadida","Peregriniidae","Peregrinia","Peregrinia_clavideferens","bacterivore","testate_cell_silica"
"OTUc_7864","Cercozoa","Thecofilosea","Cryomonadida","Rhogostomidae","unclassified","unclassified","omnivore","testate_cell_organic"
"OTUc_7865","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_7866","Cercozoa","Sarcomonadea","Cercomonadida","Cercomonadidae","Cercomonas","Cercomonas_sp.","omnivore","naked_amoeboflagellate"
"OTUc_7867","Cercozoa","Thecofilosea","Cryomonadida","Rhogostomidae","unclassified","unclassified","omnivore","testate_cell_organic"
"OTUc_7868","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_7869","Cercozoa","Imbricatea","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_787","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_7870","Cercozoa","Thecofilosea","Cryomonadida","Rhogostomidae","unclassified","unclassified","omnivore","testate_cell_organic"
"OTUc_7871","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_7872","Cercozoa","Imbricatea","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_7873","Cercozoa","Thecofilosea","Cryomonadida","Rhogostomidae","unclassified","unclassified","omnivore","testate_cell_organic"
"OTUc_7874","Cercozoa","Sarcomonadea","Glissomonadida","Allapsidae","Group_Te","Group_Te_sp.","bacterivore","naked_flagellate"
"OTUc_7875","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_7876","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_7877","Cercozoa","Thecofilosea","Cryomonadida","Rhogostomidae","unclassified","unclassified","omnivore","testate_cell_organic"
"OTUc_7878","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_7879","Cercozoa","Sarcomonadea","Cercomonadida","Cercomonadidae","unclassified","unclassified","unknown","unknown"
"OTUc_788","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_7880","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_7881","Cercozoa","Thecofilosea","Cryomonadida","Rhogostomidae","unclassified","unclassified","omnivore","testate_cell_organic"
"OTUc_7882","Cercozoa","Granofilosea","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_7883","Cercozoa","Sarcomonadea","Glissomonadida","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_7884","Cercozoa","Sarcomonadea","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_7885","Cercozoa","Imbricatea","Euglyphida","Trinematidae","unclassified","unclassified","omnivore","testate_cell_silica"
"OTUc_7886","Cercozoa","Granofilosea","Granofilosea_unassigned","Novel_Gran_123456","unclassified","unclassified","unknown","unknown"
"OTUc_7887","Cercozoa","Sarcomonadea","Cercomonadida","Cercomonadidae","Eocercomonas","unclassified","omnivore","naked_amoeboflagellate"
"OTUc_7888","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_7889","Cercozoa","Sarcomonadea","Glissomonadida","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_789","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_7890","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_7891","Cercozoa","Sarcomonadea","Cercomonadida","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_7892","Cercozoa","Sarcomonadea","Glissomonadida","Allapsidae","unclassified","unclassified","bacterivore","naked_flagellate"
"OTUc_7893","Cercozoa","Thecofilosea","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_7894","Cercozoa","Sarcomonadea","Cercomonadida","Cercomonadidae","Cercomonas","unclassified","omnivore","naked_amoeboflagellate"
"OTUc_7895","Cercozoa","Thecofilosea","Cryomonadida","Rhogostomidae","unclassified","unclassified","omnivore","testate_cell_organic"
"OTUc_7896","Cercozoa","Sarcomonadea","Cercomonadida","Cercomonadidae","unclassified","unclassified","unknown","unknown"
"OTUc_7897","Cercozoa","Sarcomonadea","Cercomonadida","Paracercomonadidae","Paracercomonas","Paracercomonas_anaerobica","bacterivore","naked_amoeboflagellate"
"OTUc_7898","Cercozoa","Sarcomonadea","Glissomonadida","Sandonidae","unclassified","unclassified","bacterivore","naked_flagellate"
"OTUc_7899","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_79","Cercozoa","Sarcomonadea","Cercomonadida","Cercomonadidae","Cercomonas","unclassified","omnivore","naked_amoeboflagellate"
"OTUc_790","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_7900","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_7901","Cercozoa","Sarcomonadea","Cercomonadida","Paracercomonadidae","Paracercomonas","Paracercomonas_anaerobica","bacterivore","naked_amoeboflagellate"
"OTUc_7902","Cercozoa","Sarcomonadea","Glissomonadida","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_7903","Cercozoa","Sarcomonadea","Glissomonadida","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_7904","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_7906","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_7907","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_7909","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_791","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_7910","Cercozoa","Sarcomonadea","Glissomonadida","Sandonidae","unclassified","unclassified","bacterivore","naked_flagellate"
"OTUc_7911","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_7912","Cercozoa","Imbricatea","Euglyphida","Trinematidae","unclassified","unclassified","omnivore","testate_cell_silica"
"OTUc_7913","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_7914","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_7915","Cercozoa","Sarcomonadea","Glissomonadida","Sandonidae","unclassified","unclassified","bacterivore","naked_flagellate"
"OTUc_7916","Cercozoa","Sarcomonadea","Cercomonadida","Paracercomonadidae","Paracercomonas","unclassified","bacterivore","naked_amoeboflagellate"
"OTUc_7917","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_7918","Cercozoa","Thecofilosea","Cryomonadida","Rhogostomidae","unclassified","unclassified","omnivore","testate_cell_organic"
"OTUc_7919","Cercozoa","Thecofilosea","Cryomonadida","Rhogostomidae","unclassified","unclassified","omnivore","testate_cell_organic"
"OTUc_792","Cercozoa","Sarcomonadea","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_7920","Cercozoa","Sarcomonadea","Cercomonadida","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_7921","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_7922","Cercozoa","Sarcomonadea","Glissomonadida","Sandonidae","unclassified","unclassified","bacterivore","naked_flagellate"
"OTUc_7923","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_7924","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_7925","Cercozoa","Sarcomonadea","Glissomonadida","Sandonidae","Sandona","Sandona_sp.","bacterivore","naked_flagellate"
"OTUc_7926","Cercozoa","Thecofilosea","Cryomonadida","Rhogostomidae","unclassified","unclassified","omnivore","testate_cell_organic"
"OTUc_7927","Endomyxa","Phytomyxea","Plasmodiophorida","Spongospora_lineage","unclassified","unclassified","plant_parasite","endoparasite"
"OTUc_7928","Cercozoa","Imbricatea","Euglyphida","unclassified","unclassified","unclassified","unknown","testate_cell_silica"
"OTUc_7929","Cercozoa","Thecofilosea","Cryomonadida","unclassified","unclassified","unclassified","unknown","testate_cell_organic"
"OTUc_793","Cercozoa","Sarcomonadea","Glissomonadida","Sandonidae","Sandona","Sandona_sp.","bacterivore","naked_flagellate"
"OTUc_7930","Cercozoa","Thecofilosea","Cryomonadida","Rhogostomidae","unclassified","unclassified","omnivore","testate_cell_organic"
"OTUc_7931","Cercozoa","Sarcomonadea","Cercomonadida","Paracercomonadidae","Metabolomonas","Metabolomonas_insania","bacterivore","naked_amoeboflagellate"
"OTUc_7932","Cercozoa","Thecofilosea","Cryomonadida","Rhogostomidae","unclassified","unclassified","omnivore","testate_cell_organic"
"OTUc_7933","Cercozoa","Imbricatea","Spongomonadida","Spongomonadidae","unclassified","unclassified","bacterivore","naked_flagellate"
"OTUc_7934","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_7935","Cercozoa","Imbricatea","Euglyphida","Trinematidae","unclassified","unclassified","omnivore","testate_cell_silica"
"OTUc_7936","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_7937","Cercozoa","Sarcomonadea","Cercomonadida","Cercomonadidae","Cercomonas","Cercomonas_sp.","omnivore","naked_amoeboflagellate"
"OTUc_7938","Cercozoa","Thecofilosea","Cryomonadida","Rhogostomidae","unclassified","unclassified","omnivore","testate_cell_organic"
"OTUc_7939","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_794","Cercozoa","Sarcomonadea","Glissomonadida","Allapsidae","unclassified","unclassified","bacterivore","naked_flagellate"
"OTUc_7940","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_7941","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_7942","Cercozoa","Thecofilosea","Cryomonadida","Rhogostomidae","unclassified","unclassified","omnivore","testate_cell_organic"
"OTUc_7943","Cercozoa","Sarcomonadea","Glissomonadida","Sandonidae","unclassified","unclassified","bacterivore","naked_flagellate"
"OTUc_7944","Cercozoa","Sarcomonadea","Cercomonadida","Paracercomonadidae","Paracercomonas","unclassified","bacterivore","naked_amoeboflagellate"
"OTUc_7945","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_7946","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_7947","Cercozoa","Thecofilosea","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_7948","Cercozoa","Imbricatea","Euglyphida","Euglyphidae","Euglypha","Euglypha_rotunda","omnivore","testate_cell_silica"
"OTUc_7949","Cercozoa","Thecofilosea","Cryomonadida","Rhogostomidae","unclassified","unclassified","omnivore","testate_cell_organic"
"OTUc_795","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_7950","Cercozoa","Sarcomonadea","Glissomonadida","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_7951","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_7952","Cercozoa","Sarcomonadea","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_7953","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_7954","Cercozoa","Sarcomonadea","Cercomonadida","Cercomonadidae","Cercomonas","unclassified","omnivore","naked_amoeboflagellate"
"OTUc_7955","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_7956","Cercozoa","Sarcomonadea","Glissomonadida","Sandonidae","unclassified","unclassified","bacterivore","naked_flagellate"
"OTUc_7957","Cercozoa","Thecofilosea","Cryomonadida","Rhogostomidae","unclassified","unclassified","omnivore","testate_cell_organic"
"OTUc_7958","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_7959","Cercozoa","Sarcomonadea","Glissomonadida","Sandonidae","unclassified","unclassified","bacterivore","naked_flagellate"
"OTUc_796","Cercozoa","Sarcomonadea","Glissomonadida","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_7960","Cercozoa","Sarcomonadea","Glissomonadida","Sandonidae","unclassified","unclassified","bacterivore","naked_flagellate"
"OTUc_7961","Cercozoa","Sarcomonadea","Glissomonadida","Sandonidae","unclassified","unclassified","bacterivore","naked_flagellate"
"OTUc_7962","Cercozoa","Sarcomonadea","Glissomonadida","Sandonidae","unclassified","unclassified","bacterivore","naked_flagellate"
"OTUc_7963","Cercozoa","Sarcomonadea","Glissomonadida","Allapsidae","unclassified","unclassified","bacterivore","naked_flagellate"
"OTUc_7964","Cercozoa","Imbricatea","Thaumatomonadida","Peregriniidae","Peregrinia","Peregrinia_sp.","bacterivore","testate_cell_silica"
"OTUc_7965","Cercozoa","Sarcomonadea","Glissomonadida","Proleptomonadidae","Proleptomonas","Proleptomonas_faecicola","bacterivore","naked_flagellate"
"OTUc_7966","Cercozoa","Thecofilosea","Cryomonadida","unclassified","unclassified","unclassified","unknown","testate_cell_organic"
"OTUc_7967","Endomyxa","Phytomyxea","Plasmodiophorida","Polymyxa_lineage","Polymyxa","Polymyxa_betae","plant_parasite","endoparasite"
"OTUc_7968","Cercozoa","Sarcomonadea","Cercomonadida","Paracercomonadidae","Paracercomonas","Paracercomonas_sp.","bacterivore","naked_amoeboflagellate"
"OTUc_7969","Cercozoa","Sarcomonadea","Cercomonadida","Cercomonadidae","Neocercomonas","Neocercomonas_jutlandica","omnivore","naked_amoeboflagellate"
"OTUc_797","Cercozoa","Imbricatea","Thaumatomonadida","Thaumatomonadidae","Thaumatomonas","unclassified","bacterivore","testate_cell_silica"
"OTUc_7970","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_7971","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_7972","Cercozoa","Sarcomonadea","Glissomonadida","Sandonidae","Sandona","Sandona_sp.","bacterivore","naked_flagellate"
"OTUc_7974","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_7975","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_7976","Cercozoa","Sarcomonadea","Cercomonadida","unclassified","unclassified","unclassified","unknown","unknown"
