OTU;kingdom;phylum;class;order;family;genus;species
OTU_466783;Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;unclassified;unclassified
OTU_466828;Bacteria;TM7;TM7-1;unclassified;unclassified;unclassified;unclassified
OTU_46684;Bacteria;Chloroflexi;Anaerolineae;Caldilineales;Caldilineaceae;unclassified;unclassified
OTU_466885;Bacteria;Acidobacteria;Acidobacteria-6;iii1-15;unclassified;unclassified;unclassified
OTU_466920;Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Sinobacteraceae;unclassified;unclassified
OTU_467;Bacteria;Actinobacteria;Thermoleophilia;Gaiellales;Gaiellaceae;unclassified;unclassified
OTU_46708;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Rhodoplanes;unclassified
OTU_46712;Bacteria;Verrucomicrobia;[Spartobacteria];[Chthoniobacterales];[Chthoniobacteraceae];unclassified;unclassified
OTU_46720;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Micrococcaceae;unclassified;unclassified
OTU_467228;Bacteria;Actinobacteria;MB-A2-108;0319-7L14;unclassified;unclassified;unclassified
OTU_467256;Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Sinobacteraceae;Steroidobacter;unclassified
OTU_46740;unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
OTU_46744;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;unclassified;unclassified
OTU_46745;Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Sinobacteraceae;unclassified;unclassified
OTU_467456;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Nocardioidaceae;unclassified;unclassified
OTU_467532;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Actinosynnemataceae;Kibdelosporangium;unclassified
OTU_4676;Bacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales;C111;unclassified;unclassified
OTU_467605;Bacteria;Acidobacteria;iii1-8;DS-18;unclassified;unclassified;unclassified
OTU_46764;Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Polyangiaceae;unclassified;unclassified
OTU_46774;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;unclassified;unclassified;unclassified
OTU_467975;Bacteria;Bacteroidetes;[Saprospirae];[Saprospirales];Chitinophagaceae;unclassified;unclassified
OTU_468;Bacteria;Chloroflexi;Chloroflexi;[Roseiflexales];unclassified;unclassified;unclassified
OTU_468112;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Microbacteriaceae;unclassified;unclassified
OTU_46815;Bacteria;Acidobacteria;S035;unclassified;unclassified;unclassified;unclassified
OTU_46817;Bacteria;TM7;TM7-1;unclassified;unclassified;unclassified;unclassified
OTU_46818;Bacteria;Cyanobacteria;ML635J-21;unclassified;unclassified;unclassified;unclassified
OTU_4686;Bacteria;Acidobacteria;Sva0725;Sva0725;unclassified;unclassified;unclassified
OTU_468643;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;unclassified;unclassified;unclassified
OTU_468812;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;unclassified;unclassified
OTU_46911;Bacteria;Verrucomicrobia;[Spartobacteria];[Chthoniobacterales];[Chthoniobacteraceae];unclassified;unclassified
OTU_46923;Bacteria;Acidobacteria;[Chloracidobacteria];RB41;Ellin6075;unclassified;unclassified
OTU_469483;Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Pedobacter;unclassified
OTU_469489;Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Sinobacteraceae;unclassified;unclassified
OTU_46968;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;unclassified;unclassified
OTU_46974;unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
OTU_469917;Bacteria;Actinobacteria;Thermoleophilia;Solirubrobacterales;unclassified;unclassified;unclassified
OTU_47;Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;unclassified;unclassified;unclassified
OTU_4700;Bacteria;Proteobacteria;Betaproteobacteria;unclassified;unclassified;unclassified;unclassified
OTU_47001;Bacteria;Chloroflexi;Anaerolineae;Ardenscatenales;Ardenscatenaceae;Ardenscatena;unclassified
OTU_470098;Bacteria;Proteobacteria;Betaproteobacteria;MND1;unclassified;unclassified;unclassified
OTU_470113;Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;unclassified;unclassified;unclassified
OTU_470143;Bacteria;Acidobacteria;Acidobacteria-6;iii1-15;unclassified;unclassified;unclassified
OTU_470148;Bacteria;Actinobacteria;Thermoleophilia;Solirubrobacterales;unclassified;unclassified;unclassified
OTU_470197;Bacteria;Acidobacteria;Acidobacteria-6;iii1-15;RB40;unclassified;unclassified
OTU_470303;Bacteria;Acidobacteria;[Chloracidobacteria];RB41;Ellin6075;unclassified;unclassified
OTU_470345;Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;unclassified
OTU_470555;unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
OTU_470564;Bacteria;Chloroflexi;TK10;AKYG885;Dolo_23;unclassified;unclassified
OTU_470692;Bacteria;Actinobacteria;Thermoleophilia;Solirubrobacterales;unclassified;unclassified;unclassified
OTU_470694;Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophobacteraceae;unclassified;unclassified
OTU_47074;Bacteria;TM7;TM7-3;unclassified;unclassified;unclassified;unclassified
OTU_470742;Bacteria;Actinobacteria;Rubrobacteria;Rubrobacterales;Rubrobacteraceae;Rubrobacter;unclassified
OTU_470782;Bacteria;Armatimonadetes;[Fimbriimonadia];[Fimbriimonadales];[Fimbriimonadaceae];Fimbriimonas;unclassified
OTU_470874;Bacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales;C111;unclassified;unclassified
OTU_470879;Bacteria;Chloroflexi;Gitt-GS-136;unclassified;unclassified;unclassified;unclassified
OTU_4709;Bacteria;Actinobacteria;Thermoleophilia;Solirubrobacterales;unclassified;unclassified;unclassified
OTU_470910;Bacteria;Actinobacteria;Thermoleophilia;Solirubrobacterales;unclassified;unclassified;unclassified
OTU_470997;Bacteria;Cyanobacteria;unclassified;unclassified;unclassified;unclassified;unclassified
OTU_471;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Streptosporangiaceae;Streptosporangium;unclassified
OTU_4710;Bacteria;Elusimicrobia;Elusimicrobia;IIb;unclassified;unclassified;unclassified
OTU_47100;unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
OTU_471017;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Cryptosporangiaceae;unclassified;unclassified
OTU_471021;Bacteria;Bacteroidetes;[Saprospirae];[Saprospirales];Chitinophagaceae;Flavisolibacter;unclassified
OTU_471022;Bacteria;Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Ellin5301;unclassified;unclassified
OTU_471030;Bacteria;Acidobacteria;Acidobacteriia;Acidobacteriales;Koribacteraceae;Candidatus Koribacter;unclassified
OTU_471074;Bacteria;TM7;TM7-1;unclassified;unclassified;unclassified;unclassified
OTU_4711;Bacteria;Actinobacteria;Thermoleophilia;Solirubrobacterales;unclassified;unclassified;unclassified
OTU_471113;Bacteria;Acidobacteria;Solibacteres;Solibacterales;unclassified;unclassified;unclassified
OTU_471159;Bacteria;TM7;TM7-1;unclassified;unclassified;unclassified;unclassified
OTU_471160;Bacteria;Cyanobacteria;Synechococcophycideae;Pseudanabaenales;Pseudanabaenaceae;Leptolyngbya;frigida
OTU_471164;Bacteria;Acidobacteria;Solibacteres;Solibacterales;Solibacteraceae;unclassified;unclassified
OTU_47117;Bacteria;Acidobacteria;Holophagae;Holophagales;Holophagaceae;Geothrix;unclassified
OTU_471176;Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;unclassified;unclassified
OTU_47119;unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
OTU_471190;Bacteria;Acidobacteria;Solibacteres;Solibacterales;unclassified;unclassified;unclassified
OTU_471194;Bacteria;Armatimonadetes;[Fimbriimonadia];[Fimbriimonadales];[Fimbriimonadaceae];Fimbriimonas;unclassified
OTU_47120;unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
OTU_471231;Bacteria;Acidobacteria;Acidobacteriia;Acidobacteriales;Koribacteraceae;unclassified;unclassified
OTU_471236;Bacteria;Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;unclassified;unclassified;unclassified
OTU_471295;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;unclassified;unclassified
OTU_47134;Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;Adhaeribacter;unclassified
OTU_471345;Bacteria;Chloroflexi;TK10;B07_WMSP1;FFCH4570;unclassified;unclassified
OTU_471355;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;unclassified;unclassified;unclassified
OTU_471395;Bacteria;TM7;TM7-1;unclassified;unclassified;unclassified;unclassified
OTU_471413;Bacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales;unclassified;unclassified;unclassified
OTU_471458;Bacteria;Acidobacteria;Solibacteres;Solibacterales;Solibacteraceae;Candidatus Solibacter;unclassified
OTU_471516;Bacteria;TM7;TM7-1;unclassified;unclassified;unclassified;unclassified
OTU_471524;Bacteria;TM7;TM7-1;unclassified;unclassified;unclassified;unclassified
OTU_471570;Bacteria;Gemmatimonadetes;Gemmatimonadetes;Ellin5290;unclassified;unclassified;unclassified
OTU_47161;Bacteria;Cyanobacteria;Chloroplast;Chlorophyta;unclassified;unclassified;unclassified
OTU_471615;Bacteria;Chloroflexi;Ktedonobacteria;Thermogemmatisporales;Thermogemmatisporaceae;unclassified;unclassified
OTU_471638;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;unclassified;unclassified;unclassified
OTU_471672;Bacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales;unclassified;unclassified;unclassified
OTU_471680;Bacteria;unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
OTU_471692;Bacteria;Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;unclassified;unclassified;unclassified
OTU_47170;Bacteria;Acidobacteria;Acidobacteria-6;CCU21;unclassified;unclassified;unclassified
OTU_471707;Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophobacteraceae;unclassified;unclassified
OTU_471730;unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
OTU_47174;unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
OTU_471775;unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
OTU_47180;Bacteria;Planctomycetes;Planctomycetia;Gemmatales;Gemmataceae;unclassified;unclassified
OTU_471815;Bacteria;TM7;TM7-1;unclassified;unclassified;unclassified;unclassified
OTU_471825;Bacteria;Gemmatimonadetes;Gemmatimonadetes;Ellin5290;unclassified;unclassified;unclassified
OTU_471884;Bacteria;Verrucomicrobia;[Pedosphaerae];[Pedosphaerales];unclassified;unclassified;unclassified
OTU_471893;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;unclassified;unclassified;unclassified
OTU_4719;Bacteria;Proteobacteria;Gammaproteobacteria;unclassified;unclassified;unclassified;unclassified
OTU_47193;Bacteria;Planctomycetes;Planctomycetia;Gemmatales;Gemmataceae;unclassified;unclassified
OTU_472;Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;unclassified;unclassified
OTU_47200;Bacteria;OP3;koll11;unclassified;unclassified;unclassified;unclassified
OTU_472060;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;unclassified;unclassified
OTU_4721;Bacteria;Acidobacteria;BPC102;MVS-40;unclassified;unclassified;unclassified
OTU_47210;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Methylibium;unclassified
OTU_472108;Bacteria;Elusimicrobia;Elusimicrobia;FAC88;unclassified;unclassified;unclassified
OTU_472142;Bacteria;TM7;unclassified;unclassified;unclassified;unclassified;unclassified
OTU_472220;Bacteria;TM7;TM7-1;unclassified;unclassified;unclassified;unclassified
OTU_472268;Bacteria;Gemmatimonadetes;Gemmatimonadetes;Ellin5290;unclassified;unclassified;unclassified
OTU_47229;Bacteria;OD1;unclassified;unclassified;unclassified;unclassified;unclassified
OTU_47232;Bacteria;Chloroflexi;SHA-26;unclassified;unclassified;unclassified;unclassified
OTU_472363;Bacteria;TM7;SC3;unclassified;unclassified;unclassified;unclassified
OTU_472381;Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;unclassified
OTU_4724;Bacteria;Proteobacteria;Deltaproteobacteria;Bdellovibrionales;Bdellovibrionaceae;Bdellovibrio;unclassified
OTU_472403;unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
OTU_472436;Bacteria;Acidobacteria;Acidobacteriia;Acidobacteriales;Koribacteraceae;unclassified;unclassified
OTU_472447;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;unclassified;unclassified
OTU_472456;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Nocardioidaceae;unclassified;unclassified
OTU_472457;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;unclassified;unclassified;unclassified
OTU_472515;Bacteria;Verrucomicrobia;[Pedosphaerae];[Pedosphaerales];Ellin515;unclassified;unclassified
OTU_472569;Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;unclassified;unclassified
OTU_472579;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Geodermatophilaceae;Geodermatophilus;unclassified
OTU_472588;Bacteria;Gemmatimonadetes;Gemmatimonadetes;unclassified;unclassified;unclassified;unclassified
OTU_472597;Bacteria;Gemmatimonadetes;Gemmatimonadetes;Ellin5290;unclassified;unclassified;unclassified
OTU_472761;unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
OTU_472818;Bacteria;Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Ellin5301;unclassified;unclassified
OTU_472856;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;unclassified;unclassified
OTU_472870;Bacteria;Chloroflexi;Ktedonobacteria;JG30-KF-AS9;unclassified;unclassified;unclassified
OTU_47295;Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;Legionellaceae;Tatlockia;unclassified
OTU_472980;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Kineosporiaceae;unclassified;unclassified
OTU_47300;Bacteria;Firmicutes;Bacilli;Bacillales;Alicyclobacillaceae;Alicyclobacillus;unclassified
OTU_473027;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Micromonosporaceae;unclassified;unclassified
OTU_473050;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Micromonosporaceae;unclassified;unclassified
OTU_473104;Bacteria;Chloroflexi;Ktedonobacteria;B12-WMSP1;unclassified;unclassified;unclassified
OTU_47313;Bacteria;Chloroflexi;Ellin6529;unclassified;unclassified;unclassified;unclassified
OTU_4732;Bacteria;Verrucomicrobia;[Pedosphaerae];[Pedosphaerales];Ellin515;unclassified;unclassified
OTU_473250;Bacteria;TM7;TM7-1;unclassified;unclassified;unclassified;unclassified
OTU_473273;Bacteria;Proteobacteria;Betaproteobacteria;SC-I-84;unclassified;unclassified;unclassified
OTU_4733;Bacteria;Chloroflexi;Ellin6529;unclassified;unclassified;unclassified;unclassified
OTU_473338;Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Sinobacteraceae;unclassified;unclassified
OTU_47336;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;unclassified;unclassified
OTU_473371;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Geodermatophilaceae;Geodermatophilus;unclassified
OTU_473406;Bacteria;Gemmatimonadetes;Gemmatimonadetes;Ellin5290;unclassified;unclassified;unclassified
OTU_473413;Bacteria;Acidobacteria;[Chloracidobacteria];unclassified;unclassified;unclassified;unclassified
OTU_47344;Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Cystobacterineae;unclassified;unclassified
OTU_4735;Bacteria;Acidobacteria;unclassified;unclassified;unclassified;unclassified;unclassified
OTU_473520;Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae;Candidatus Accumulibacter;unclassified
OTU_473523;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;unclassified;unclassified;unclassified
OTU_473548;Bacteria;Actinobacteria;Rubrobacteria;Rubrobacterales;Rubrobacteraceae;unclassified;unclassified
OTU_473580;Bacteria;TM7;TM7-1;unclassified;unclassified;unclassified;unclassified
OTU_473650;Bacteria;Chloroflexi;Ktedonobacteria;B12-WMSP1;unclassified;unclassified;unclassified
OTU_473795;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;unclassified;unclassified
OTU_474;Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;unclassified;unclassified
OTU_47403;Bacteria;WS3;PRR-12;Sediment-1;unclassified;unclassified;unclassified
OTU_47410;unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
OTU_474120;Bacteria;Actinobacteria;Thermoleophilia;Solirubrobacterales;unclassified;unclassified;unclassified
OTU_47423;Bacteria;Planctomycetes;OM190;agg27;unclassified;unclassified;unclassified
OTU_474246;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;unclassified;unclassified
OTU_474306;Bacteria;Acidobacteria;[Chloracidobacteria];RB41;Ellin6075;unclassified;unclassified
OTU_47440;Bacteria;Planctomycetes;Pla3;unclassified;unclassified;unclassified;unclassified
OTU_474446;Bacteria;Actinobacteria;Thermoleophilia;Solirubrobacterales;unclassified;unclassified;unclassified
OTU_4745;Bacteria;Gemmatimonadetes;Gemm-5;unclassified;unclassified;unclassified;unclassified
OTU_4746;Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;unclassified
OTU_474638;Bacteria;TM7;TM7-1;unclassified;unclassified;unclassified;unclassified
OTU_47468;Bacteria;Acidobacteria;Acidobacteria-6;iii1-15;unclassified;unclassified;unclassified
OTU_47469;Bacteria;Firmicutes;Clostridia;Clostridiales;Syntrophomonadaceae;Syntrophomonas;unclassified
OTU_47475;Bacteria;Planctomycetes;Phycisphaerae;WD2101;unclassified;unclassified;unclassified
OTU_474776;Bacteria;Actinobacteria;Thermoleophilia;Solirubrobacterales;unclassified;unclassified;unclassified
OTU_47478;Bacteria;OP11;OP11-3;unclassified;unclassified;unclassified;unclassified
OTU_47484;Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;unclassified
OTU_4749;unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
OTU_474986;Bacteria;Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Ellin5301;unclassified;unclassified
OTU_475030;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;unclassified;unclassified;unclassified
OTU_475069;Bacteria;Bacteroidetes;[Saprospirae];[Saprospirales];Chitinophagaceae;unclassified;unclassified
OTU_475118;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Micrococcaceae;Arthrobacter;unclassified
OTU_475197;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;unclassified;unclassified
OTU_47526;Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;unclassified;unclassified;unclassified
OTU_475281;Bacteria;Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Ellin5301;unclassified;unclassified
OTU_475282;Bacteria;TM7;TM7-1;unclassified;unclassified;unclassified;unclassified
OTU_475284;Bacteria;Actinobacteria;Thermoleophilia;Gaiellales;Gaiellaceae;unclassified;unclassified
OTU_475374;Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;unclassified;unclassified
OTU_475450;Bacteria;Bacteroidetes;[Saprospirae];[Saprospirales];Chitinophagaceae;Sediminibacterium;unclassified
OTU_47546;Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Nannocystaceae;Plesiocystis;unclassified
OTU_475470;Bacteria;Actinobacteria;Thermoleophilia;Solirubrobacterales;unclassified;unclassified;unclassified
OTU_475496;Bacteria;Proteobacteria;Betaproteobacteria;SC-I-84;unclassified;unclassified;unclassified
OTU_475546;Bacteria;Chloroflexi;C0119;unclassified;unclassified;unclassified;unclassified
OTU_47560;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;unclassified;unclassified
OTU_47574;Bacteria;Planctomycetes;Pla4;unclassified;unclassified;unclassified;unclassified
OTU_47584;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;unclassified;unclassified
OTU_475934;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;unclassified;unclassified;unclassified
OTU_47623;Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;Coxiellaceae;Aquicella;unclassified
OTU_476279;Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;unclassified;unclassified
OTU_4763;Bacteria;Chloroflexi;Anaerolineae;A31;unclassified;unclassified;unclassified
OTU_47634;Bacteria;Chloroflexi;Ellin6529;unclassified;unclassified;unclassified;unclassified
OTU_47639;Bacteria;Gemmatimonadetes;Gemm-3;unclassified;unclassified;unclassified;unclassified
OTU_4764;Bacteria;Armatimonadetes;[Fimbriimonadia];[Fimbriimonadales];[Fimbriimonadaceae];unclassified;unclassified
OTU_47640;Bacteria;Verrucomicrobia;[Pedosphaerae];[Pedosphaerales];unclassified;unclassified;unclassified
OTU_47650;Bacteria;Acidobacteria;Acidobacteria-6;iii1-15;RB40;unclassified;unclassified
OTU_476697;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Micromonosporaceae;Catellatospora;unclassified
OTU_476878;Bacteria;Verrucomicrobia;[Spartobacteria];[Chthoniobacterales];[Chthoniobacteraceae];DA101;unclassified
OTU_476954;Bacteria;Bacteroidetes;[Saprospirae];[Saprospirales];Chitinophagaceae;unclassified;unclassified
OTU_476983;Bacteria;Actinobacteria;Thermoleophilia;Solirubrobacterales;unclassified;unclassified;unclassified
OTU_4770;Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;unclassified;unclassified;unclassified
OTU_47714;Bacteria;Proteobacteria;Deltaproteobacteria;unclassified;unclassified;unclassified;unclassified
OTU_47723;Bacteria;Gemmatimonadetes;Gemmatimonadetes;Ellin5290;unclassified;unclassified;unclassified
OTU_47729;Bacteria;Actinobacteria;Thermoleophilia;Gaiellales;Gaiellaceae;unclassified;unclassified
OTU_4775;Bacteria;Actinobacteria;Thermoleophilia;Solirubrobacterales;Conexibacteraceae;unclassified;unclassified
OTU_477514;Bacteria;Acidobacteria;Acidobacteria-6;iii1-15;unclassified;unclassified;unclassified
OTU_477668;Bacteria;Actinobacteria;Thermoleophilia;Solirubrobacterales;unclassified;unclassified;unclassified
OTU_477672;Bacteria;Actinobacteria;MB-A2-108;0319-7L14;unclassified;unclassified;unclassified
OTU_477703;Bacteria;Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae;Planctomyces;unclassified
OTU_47772;Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Haliangiaceae;unclassified;unclassified
OTU_477795;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae;unclassified;unclassified
OTU_477879;Bacteria;Actinobacteria;Thermoleophilia;Solirubrobacterales;unclassified;unclassified;unclassified
OTU_477952;Bacteria;Planctomycetes;Phycisphaerae;WD2101;unclassified;unclassified;unclassified
OTU_478;Bacteria;Actinobacteria;Thermoleophilia;Gaiellales;Gaiellaceae;unclassified;unclassified
OTU_4780;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;unclassified;unclassified
OTU_47806;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;unclassified;unclassified
OTU_478173;unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
OTU_4782;Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;unclassified;unclassified
OTU_47849;Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Sinobacteraceae;unclassified;unclassified
OTU_478563;Bacteria;Chloroflexi;Chloroflexi;[Roseiflexales];[Kouleothrixaceae];unclassified;unclassified
OTU_478644;Bacteria;Actinobacteria;Thermoleophilia;Gaiellales;Gaiellaceae;unclassified;unclassified
OTU_478656;Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;unclassified;unclassified
OTU_47876;Bacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales;unclassified;unclassified;unclassified
OTU_47890;Bacteria;Chloroflexi;C0119;unclassified;unclassified;unclassified;unclassified
OTU_478966;Bacteria;TM7;TM7-1;unclassified;unclassified;unclassified;unclassified
OTU_478974;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Rhodoplanes;unclassified
OTU_479;Bacteria;Acidobacteria;Sva0725;Sva0725;unclassified;unclassified;unclassified
OTU_479008;Bacteria;Acidobacteria;Sva0725;Sva0725;unclassified;unclassified;unclassified
OTU_4792;Bacteria;Cyanobacteria;Chloroplast;Chlorophyta;Chlamydomonadaceae;unclassified;unclassified
OTU_4793;Bacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales;wb1_P06;unclassified;unclassified
OTU_479338;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Thermomonosporaceae;Actinomadura;vinacea
OTU_479342;Bacteria;TM7;TM7-1;unclassified;unclassified;unclassified;unclassified
OTU_479396;Bacteria;Actinobacteria;Thermoleophilia;Solirubrobacterales;unclassified;unclassified;unclassified
OTU_479574;Bacteria;Acidobacteria;[Chloracidobacteria];nov-24;unclassified;unclassified;unclassified
OTU_47959;Bacteria;Verrucomicrobia;[Spartobacteria];[Chthoniobacterales];[Chthoniobacteraceae];unclassified;unclassified
OTU_47963;unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
OTU_479652;Bacteria;Elusimicrobia;Elusimicrobia;FAC88;unclassified;unclassified;unclassified
OTU_4798;Bacteria;Proteobacteria;Deltaproteobacteria;NB1-j;unclassified;unclassified;unclassified
OTU_479922;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Mycobacteriaceae;Mycobacterium;unclassified
OTU_47993;Bacteria;OP11;WCHB1-64;d153;unclassified;unclassified;unclassified
OTU_47994;Bacteria;Proteobacteria;Deltaproteobacteria;Bdellovibrionales;Bdellovibrionaceae;Bdellovibrio;unclassified
OTU_479969;Bacteria;Elusimicrobia;Elusimicrobia;FAC88;unclassified;unclassified;unclassified
OTU_48;Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Sinobacteraceae;unclassified;unclassified
OTU_4800;Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;unclassified;unclassified;unclassified
OTU_480126;Bacteria;Planctomycetes;Planctomycetia;Pirellulales;Pirellulaceae;unclassified;unclassified
OTU_48021;Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;unclassified;unclassified;unclassified
OTU_48029;Bacteria;Proteobacteria;Deltaproteobacteria;Bdellovibrionales;Bdellovibrionaceae;unclassified;unclassified
